,CAR MAKE,CAR MAKE LOCATION,CAR MODEL(Full Name),CAR MODEL(Short Name),CAR MODEL LOCATION,CAR TYPE,COLLECT,ADDED,BUYOUT NUM
843,TOYOTA,"(2, 24)",2020 TOYOTA GR SUPRA,TOYOTA SUPRA '20,21.0,MODERN SPORTS CARS,AUTOSHOW,,0
844,TOYOTA,"(2, 24)",2020 TOYOTA TUNDRA TRD PRO,NOT FOUND,,PICKUPS & 4X4S,AUTOSHOW DLC,CAR PASS,0
845,TOYOTA,"(2, 24)",2021 TOYOTA GR YARIS,TOYOTA GR YARIS,16.0,MODERN RALLY,SEASONAL,SERIES 35,0
846,TOYOTA,"(2, 24)",2022 TOYOTA GR86,TOYOTA GR86 '22,,MODERN SPORTS CARS,SEASONAL,SERIES 23,0
847,TOYOTA,"(2, 24)",2023 TOYOTA CAMRY TRD,TOYOTA CAMRY '23,10.0,SUPER SALOONS,SEASONAL,SERIES 37,0
848,TVR,"(3, 24)",1998 TVR CERBERA SPEED 12,TVR SPEED 12,3.0,RETRO SUPERCARS,"AUTOSHOW, WHEELSPIN",,0
849,TVR,"(3, 24)",2005 TVR SAGARIS,TVR SAGARIS,2.0,RETRO SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
850,TVR,"(3, 24)",2018 TVR GRIFFITH,NOT FOUND,,MODERN SPORTS CARS,"AUTOSHOW, WHEELSPIN",,0
851,ULTIMA,"(4, 24)",2015 ULTIMA EVOLUTION COUPE 1020,ULTIMA 1020,1.0,EXTREME TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
852,UNIVERSAL STUDIOS,"(0, 25)",1981 UNIVERSAL STUDIOS BACK TO THE FUTURE TIME MACHINE 1,BTTF 1 TM,1.0,CULT CARS,AUTOSHOW DLC,UNIVERSAL ICONS CAR PACK,0
853,UNIVERSAL STUDIOS,"(0, 25)",1981 UNIVERSAL STUDIOS BACK TO THE FUTURE TIME MACHINE 2,BTTF 2 TM,2.0,CULT CARS,AUTOSHOW DLC,UNIVERSAL ICONS CAR PACK,0
854,UNIVERSAL STUDIOS,"(0, 25)",1981 UNIVERSAL STUDIOS BACK TO THE FUTURE TIME MACHINE 3,BTTF 3 TM,3.0,CULT CARS,AUTOSHOW DLC,UNIVERSAL ICONS CAR PACK,0
855,UNIVERSAL STUDIOS,"(0, 25)",1982 UNIVERSAL STUDIOS K.I.T.T.,K.I.T.T.,,RETRO MUSCLE,AUTOSHOW DLC,UNIVERSAL ICONS CAR PACK,0
856,UNIVERSAL STUDIOS,"(0, 25)",1992 UNIVERSAL STUDIOS JEEP WRANGLER SAHARA 'JURASSIC PARK',JEEP WRANGLER JP,4.0,PICKUPS & 4X4S,AUTOSHOW DLC,UNIVERSAL ICONS CAR PACK,0
857,VAUXHALL,"(1, 25)",1990 VAUXHALL LOTUS CARLTON,VAUX CARLTON,1.0,RETRO SALOONS,SEASONAL,SERIES 3,0
858,VAUXHALL,"(1, 25)",2005 VAUXHALL MONARO VXR,NOT FOUND,,MODERN MUSCLE,"AUTOSHOW, WHEELSPIN",,0
859,VAUXHALL,"(1, 25)",2016 VAUXHALL CORSA VXR,VAUXCORSA '16,2.0,HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
860,VOLKSWAGEN,"(2, 25)",1963 VOLKSWAGEN BEETLE,VW BEETLE,,CULT CARS,ACCOLADE,,0
861,VOLKSWAGEN,"(2, 25)",1963 VOLKSWAGEN BEETLE FORZA EDITION,VW BEETLE FE,,TRACK TOYS,ACCOLADE,,0
862,VOLKSWAGEN,"(2, 25)",1963 VOLKSWAGEN TYPE 2 DE LUXE,NOT FOUND,,CULT CARS,AUTOSHOW,,0
863,VOLKSWAGEN,"(2, 25)",1966 VOLKSWAGEN DOUBLE CAB PICK-UP,VW DOKA '66,6.0,VANS & UTILITY,SEASONAL,SERIES 31,0
864,VOLKSWAGEN,"(2, 25)",1969 VOLKSWAGEN CLASS 5/1600 BAJA BUG,VW CLASS 5 BUG,,BUGGIES,"AUTOSHOW, WHEELSPIN",,0
865,VOLKSWAGEN,"(2, 25)",1970 VOLKSWAGEN #1107 DESERT DINGO RACING STOCK BUG,#1107 VW BUG,1.0,BUGGIES,"AUTOSHOW, WHEELSPIN",,0
866,VOLKSWAGEN,"(2, 25)",1973 VOLKSWAGEN THING,VW THING '73,21.0,CULT CARS,SEASONAL,SERIES 36,0
867,VOLKSWAGEN,"(2, 25)",1976 VOLKSWAGEN SP-2,VW SP-2 '76,,CLASSIC SPORTS CARS,SEASONAL,SERIES 36,0
868,VOLKSWAGEN,"(2, 25)",1981 VOLKSWAGEN SCIROCCO S,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
869,VOLKSWAGEN,"(2, 25)",1982 VOLKSWAGEN PICKUP LX,VW PICKUP '82,16.0,VANS & UTILITY,AUTOSHOW DLC,CAR PASS,0
870,VOLKSWAGEN,"(2, 25)",1983 VOLKSWAGEN GOLF GTI,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
871,VOLKSWAGEN,"(2, 25)",1992 VOLKSWAGEN GOLF GTI 16V MK2,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
872,VOLKSWAGEN,"(2, 25)",1995 VOLKSWAGEN CORRADO VR6,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
873,VOLKSWAGEN,"(2, 25)",1998 VOLKSWAGEN GTI VR6 MK3,NOT FOUND,,RETRO HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
874,VOLKSWAGEN,"(2, 25)",2003 VOLKSWAGEN GOLF R32,NOT FOUND,,HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
875,VOLKSWAGEN,"(2, 25)",2010 VOLKSWAGEN GOLF R,VW GOLF '10,,SUPER HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
876,VOLKSWAGEN,"(2, 25)",2011 VOLKSWAGEN SCIROCCO R,NOT FOUND,,HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
877,VOLKSWAGEN,"(2, 25)",2012 VOLKSWAGEN SANTANA,VW SANTANA '12,17.0,RETRO SALOONS,AUTOSHOW DLC,CHINESE LUCKY STARS CAR PACK,0
878,VOLKSWAGEN,"(2, 25)",2014 VOLKSWAGEN GOLF R,VW GOLF '14,,SUPER HOT HATCH,"AUTOSHOW, WHEELSPIN",,0
879,VOLKSWAGEN,"(2, 25)",2017 VOLKSWAGEN #34 VOLKSWAGEN ANDRETTI RALLYCROSS BEETLE,NOT FOUND,,RALLY MONSTERS,"AUTOSHOW, WHEELSPIN",,0
880,VOLKSWAGEN,"(2, 25)",2021 VOLKSWAGEN GOLF R,VW GOLF '21,,SUPER HOT HATCH,AUTOSHOW DLC,CAR PASS,0
881,VOLKSWAGEN,"(2, 25)",2021 VOLKSWAGEN ID.4,NOT FOUND,,HOT HATCH,SEASONAL,SERIES 31,0
882,VOLKSWAGEN,"(2, 25)",2022 VOLKSWAGEN GOLF R,NOT FOUND,,SUPER HOT HATCH,AUTOSHOW DLC,SUPER SPEED CAR PACK,0
883,VOLVO,"(3, 25)",1983 VOLVO 242 TURBO EVOLUTION,VOLVO 242 TURBO,1.0,CLASSIC RALLY,"AUTOSHOW, WHEELSPIN",,0
884,VOLVO,"(3, 25)",1997 VOLVO 850 R, VOLVO 850,,RETRO SALOONS,"AUTOSHOW, WHEELSPIN",,0
885,VOLVO,"(3, 25)",2013 VOLVO C30 POLESTAR,VOLVO C30P,,HOT HATCH,SEASONAL,SERIES 38,0
886,VOLVO,"(3, 25)",2015 VOLVO V60 POLESTAR,VOLVO V60,,SUPER SALOONS,"AUTOSHOW, WHEELSPIN",,0
887,VUHL,"(4, 25)",2017 VUHL 05RR,VUHL 05RR,,TRACK TOYS,"AUTOSHOW, WHEELSPIN",,0
888,W MOTORS,"(0, 26)",2016 W MOTORS LYKAN HYPERSPORT,LYKAN HYPERSPORT,1.0,HYPERCARS,SEASONAL,SERIES 29,0
889,WILLYS,"(1, 26)",1945 WILLYS MB JEEP,NOT FOUND,,PICKUPS & 4X4S,"AUTOSHOW, WHEELSPIN",,0
890,WULING,"(2, 26)",2013 WULING SUNSHINE S,WULING SUNSHINE,2.0,VANS & UTILITY,SEASONAL,SERIES 4,0
891,WULING,"(2, 26)",2022 WULING HONGGUANG MINI EV MACARON,WULING MINI EV,1.0,HOT HATCH,AUTOSHOW DLC,CHINESE LUCKY STARS CAR PACK,0
892,XPENG,"(3, 26)",2020 XPENG P7,XPENG P7,1.0,SUPER SALOONS,AUTOSHOW,SERIES 11,0
893,ZENVO,"(4, 26)",2016 ZENVO ST1,ZENVO ST1,1.0,HYPERCARS,SEASONAL,SERIES 3,0
894,ZENVO,"(4, 26)",2019 ZENVO TSR-S,ZENVO TSR-S,2.0,HYPERCARS,"AUTOSHOW, WHEELSPIN",,0
